,stays_in_weekend_nights,stays_in_week_nights,lead_time,arrival_year,arrival_month,arrival_day,market_segment_type,avg_price_per_room,booking_status
28957,1,5,349,2018,10,4,Offline,80.0,0
28958,0,1,3,2018,3,11,Online,109.0,1
28959,1,1,61,2018,4,30,Offline,89.75,1
28960,1,2,203,2018,8,26,Offline,72.25,1
28961,1,2,237,2017,9,14,Online,80.75,0
28962,1,2,121,2018,6,24,Offline,90.0,0
28963,0,2,30,2018,6,2,Offline,85.5,1
28964,1,0,5,2018,11,28,Online,174.0,1
28965,1,2,227,2018,10,10,Corporate,106.0,0
28966,2,5,167,2018,9,29,Online,114.04,0
28967,2,3,87,2018,5,8,Offline,75.0,1
28968,2,4,123,2017,8,9,Offline,63.75,1
28969,0,1,1,2018,12,27,Online,65.6,1
28970,0,1,4,2018,5,28,Online,161.0,1
28971,0,2,346,2018,9,13,Offline,115.0,0
28972,0,1,4,2018,1,15,Online,73.9,1
28973,1,2,16,2018,3,4,Online,89.44,1
28974,1,3,210,2017,10,8,Offline,72.75,1
28975,0,2,181,2018,10,11,Offline,120.0,0
28976,2,1,90,2018,4,9,Online,90.3,1
28977,1,3,40,2017,10,5,Online,94.5,1
28978,1,2,112,2018,7,18,Online,105.3,0
28979,0,2,103,2018,4,19,Offline,115.0,0
28980,2,2,168,2018,8,20,Online,99.87,1
28981,0,4,15,2018,11,1,Online,85.0,1
28982,1,2,114,2018,7,1,Offline,75.0,0
28983,0,2,377,2018,10,14,Offline,115.0,0
28984,2,2,204,2017,10,2,Online,98.44,1
28985,1,2,106,2018,10,7,Online,118.8,0
28986,2,1,102,2018,10,2,Online,108.0,0
28987,1,0,0,2018,5,9,Online,106.0,1
28988,0,3,97,2018,11,16,Online,90.0,0
28989,0,1,56,2018,6,8,Offline,120.0,1
28990,1,0,0,2018,2,15,Corporate,79.0,1
28991,2,0,275,2018,4,17,Offline,110.0,0
28992,1,1,301,2018,7,30,Offline,115.0,0
28993,1,3,48,2018,3,7,Online,73.95,0
28994,0,2,33,2018,3,24,Online,140.4,0
28995,2,1,240,2018,12,31,Online,253.1,0
28996,0,2,7,2017,9,16,Offline,113.6,1
28997,0,4,54,2018,3,1,Online,47.43,0
28998,1,5,41,2018,12,27,Offline,70.0,1
28999,2,2,16,2018,5,8,Offline,80.75,1
29000,0,1,4,2018,2,19,Corporate,81.0,1
29001,0,1,1,2018,1,21,Corporate,41.0,1
29002,2,0,53,2018,7,10,Online,103.5,0
29003,1,5,40,2017,10,19,Online,104.85,1
29004,1,3,210,2017,10,8,Online,0.0,1
29005,2,5,123,2018,4,30,Online,70.73,1
29006,2,3,18,2018,11,11,Online,93.84,1
29007,0,2,22,2018,9,15,Online,139.0,1
29008,1,0,33,2018,6,27,Online,89.1,1
29009,0,1,21,2018,11,10,Online,123.2,1
29010,0,2,145,2018,6,28,Online,105.3,1
29011,0,5,116,2018,1,26,Offline,70.0,1
29012,2,1,57,2017,10,10,Online,94.5,1
29013,2,1,124,2017,8,8,Offline,94.5,0
29014,1,2,305,2018,11,4,Offline,89.0,0
29015,0,2,245,2018,6,17,Offline,75.0,0
29016,1,1,42,2018,4,23,Online,118.8,1
29017,2,2,134,2017,12,4,Offline,65.0,1
29018,0,5,50,2018,5,31,Online,149.4,1
29019,1,3,45,2018,8,29,Online,101.03,1
29020,0,2,165,2018,7,8,Online,94.5,0
29021,1,5,132,2018,7,19,Offline,72.25,1
29022,0,3,71,2018,6,14,Offline,120.0,1
29023,1,2,159,2018,9,19,Offline,144.0,0
29024,2,3,6,2017,8,14,Online,83.2,1
29025,0,2,107,2018,6,10,Offline,130.0,1
29026,2,2,62,2018,9,3,Online,106.88,0
29027,2,2,134,2018,4,17,Online,80.75,1
29028,0,2,63,2018,10,20,Online,132.3,0
29029,0,1,1,2018,9,21,Corporate,110.0,1
29030,2,4,164,2018,7,6,Online,99.45,0
29031,1,0,106,2018,12,25,Online,140.0,0
29032,1,1,231,2018,8,27,Online,94.5,0
29033,2,1,132,2018,7,17,Offline,72.25,1
29034,1,2,0,2017,8,21,Online,124.0,0
29035,0,2,4,2017,12,8,Online,62.37,1
29036,2,1,1,2018,2,28,Offline,60.0,0
29037,0,2,292,2018,7,21,Offline,115.0,0
29038,2,1,131,2017,8,15,Offline,94.5,0
29039,0,3,30,2017,11,18,Online,113.4,1
29040,2,2,116,2018,2,28,Offline,61.0,0
29041,1,1,118,2018,6,6,Offline,110.0,1
29042,0,1,7,2018,10,26,Corporate,109.0,1
29043,0,1,181,2018,10,11,Offline,120.0,0
29044,0,2,308,2018,11,25,Offline,52.0,0
29045,2,1,29,2018,5,8,Online,145.0,1
29046,1,1,42,2017,12,28,Online,91.5,1
29047,0,2,116,2018,7,14,Online,137.7,1
29048,0,1,17,2018,12,9,Corporate,65.0,1
29049,1,2,82,2018,3,28,Offline,38.67,1
29050,1,2,49,2018,11,4,Offline,112.0,1
29051,0,5,33,2018,2,23,Online,80.46,1
29052,1,3,137,2018,8,8,Online,198.0,0
29053,0,4,126,2018,5,4,Online,76.58,1
29054,2,6,115,2018,2,27,Offline,64.75,0
29055,1,3,53,2018,6,20,Online,99.9,1
29056,0,1,3,2018,12,9,Online,131.0,1
29057,0,2,377,2018,10,14,Offline,115.0,0
29058,2,2,13,2018,11,12,Online,85.85,1
29059,0,2,0,2017,8,6,Online,0.0,1
29060,1,0,4,2018,1,10,Online,82.0,1
29061,1,4,55,2017,11,9,Online,79.2,0
29062,0,2,40,2018,6,9,Online,165.6,0
29063,1,5,134,2018,5,30,Online,101.18,1
29064,1,3,322,2018,5,19,Offline,80.0,0
29065,0,3,50,2018,6,30,Online,150.3,1
29066,1,0,12,2018,12,12,Online,104.0,1
29067,0,2,116,2018,9,30,Online,216.45,0
29068,2,2,229,2018,10,22,Online,89.25,0
29069,0,3,106,2018,10,11,Online,151.2,0
29070,2,2,71,2018,4,8,Online,107.95,1
29071,0,3,46,2018,12,7,Online,102.6,1
29072,1,2,45,2018,5,13,Online,194.73,0
29073,2,2,28,2018,2,5,Online,84.65,1
29074,1,0,4,2018,3,28,Online,98.0,1
29075,0,3,38,2018,10,19,Online,161.33,0
29076,1,3,179,2017,8,31,Online,77.56,1
29077,0,2,346,2018,9,13,Offline,115.0,0
29078,0,2,74,2017,9,18,Offline,109.0,1
29079,1,0,0,2018,1,25,Online,90.0,1
29080,1,2,186,2018,4,22,Offline,115.0,0
29081,1,0,25,2018,9,12,Online,108.0,1
29082,2,4,178,2018,7,23,Online,132.25,0
29083,0,2,79,2018,4,15,Online,96.3,1
29084,1,3,84,2018,5,16,Online,109.65,0
29085,1,5,196,2018,12,27,Online,101.15,1
29086,2,4,69,2018,6,12,Offline,120.0,0
29087,0,2,0,2018,8,19,Online,148.0,1
29088,0,3,122,2018,6,16,Online,116.1,1
29089,0,3,27,2018,12,7,Online,104.0,1
29090,1,2,0,2017,11,16,Corporate,75.0,1
29091,1,2,16,2018,2,12,Online,58.88,1
29092,0,2,75,2017,12,9,Corporate,65.0,1
29093,0,2,1,2018,10,20,Complementary,0.0,1
29094,1,2,24,2018,2,19,Offline,38.33,1
29095,1,0,0,2018,10,10,Corporate,95.0,1
29096,2,2,24,2018,4,29,Online,156.0,1
29097,0,4,199,2018,8,2,Online,70.44,0
29098,0,2,107,2018,6,10,Offline,120.0,1
29099,2,1,58,2018,11,20,Offline,75.0,1
29100,0,4,110,2017,12,9,Offline,70.0,1
29101,0,2,107,2018,6,10,Offline,130.0,1
29102,0,4,113,2018,12,6,Online,117.3,1
29103,2,7,80,2017,7,31,Online,75.79,1
29104,0,3,250,2018,10,20,Online,96.3,0
29105,1,2,64,2018,4,29,Online,198.9,1
29106,1,1,1,2018,12,26,Online,161.0,1
29107,2,2,116,2018,2,28,Offline,61.0,0
29108,2,2,13,2017,9,13,Online,102.0,1
29109,0,2,1,2018,6,8,Online,183.0,1
29110,1,2,133,2018,3,11,Offline,75.0,0
29111,0,1,4,2017,12,11,Complementary,0.0,1
29112,1,2,121,2018,6,24,Offline,90.0,0
29113,2,3,41,2018,7,31,Offline,158.95,1
29114,2,1,110,2017,7,25,Offline,94.5,0
29115,0,1,2,2018,12,24,Online,108.0,1
29116,2,3,54,2018,6,19,Online,72.77,1
29117,0,1,2,2017,8,12,Online,114.0,1
29118,0,2,86,2018,11,30,Online,109.8,0
29119,0,1,97,2018,4,2,Online,76.5,1
29120,0,1,91,2018,7,6,Online,114.3,1
29121,2,1,20,2018,6,12,Online,99.0,1
29122,0,3,213,2018,6,7,Offline,130.0,0
29123,1,2,33,2018,7,11,Online,170.1,0
29124,0,3,44,2018,2,17,Offline,75.0,1
29125,0,1,83,2018,7,23,Online,137.7,1
29126,1,3,105,2018,5,16,Online,119.85,1
29127,0,3,0,2017,8,11,Online,133.0,1
29128,1,0,286,2018,10,16,Offline,90.0,0
29129,1,0,12,2017,10,4,Offline,72.0,1
29130,1,0,180,2018,10,10,Online,98.1,1
29131,0,1,104,2018,7,16,Online,94.5,0
29132,0,2,15,2017,11,6,Online,81.0,1
29133,2,1,107,2018,8,20,Online,152.1,1
29134,2,5,179,2018,9,12,Offline,80.75,1
29135,1,0,6,2018,12,12,Online,88.0,1
29136,0,2,54,2018,7,27,Online,160.47,1
29137,0,2,74,2017,9,18,Offline,109.0,1
29138,1,3,82,2018,10,10,Offline,90.95,1
29139,0,3,433,2018,9,8,Offline,70.0,0
29140,1,1,19,2018,9,19,Offline,95.9,1
29141,0,2,52,2018,2,19,Online,78.3,0
29142,0,1,1,2018,9,20,Online,179.0,1
29143,1,2,189,2018,10,28,Online,109.8,0
29144,0,1,12,2017,10,27,Corporate,65.0,1
29145,1,1,99,2018,8,29,Online,107.1,0
29146,0,4,167,2017,9,16,Online,102.0,0
29147,2,5,25,2017,11,10,Offline,68.0,1
29148,0,3,150,2018,6,16,Offline,90.0,1
29149,1,0,1,2018,2,1,Online,106.0,1
29150,0,2,5,2018,11,18,Online,111.0,1
29151,0,2,102,2017,10,16,Offline,101.5,0
29152,0,1,8,2017,10,6,Complementary,0.0,1
29153,1,0,50,2018,10,9,Online,97.2,1
29154,0,3,279,2018,10,12,Offline,110.0,0
29155,2,3,151,2018,10,6,Online,91.48,1
29156,0,2,12,2017,9,16,Online,127.8,1
29157,2,2,78,2018,10,21,Online,132.3,0
29158,0,3,213,2018,6,7,Offline,130.0,0
29159,2,1,57,2018,3,12,Online,78.3,1
29160,1,2,4,2018,10,28,Online,133.33,1
29161,0,1,47,2018,2,20,Online,71.52,1
29162,0,2,3,2018,3,25,Online,139.0,1
29163,0,2,2,2018,4,20,Online,127.0,1
29164,0,3,43,2018,1,21,Offline,60.0,1
29165,0,1,1,2018,1,27,Online,100.0,1
29166,0,3,7,2018,5,5,Offline,112.0,1
29167,1,2,6,2018,10,31,Online,149.0,1
29168,2,4,35,2018,11,26,Corporate,71.25,1
29169,1,1,11,2018,2,13,Online,91.0,1
29170,2,1,1,2018,2,28,Offline,60.0,0
29171,0,2,129,2018,5,6,Online,103.5,1
29172,1,0,6,2018,6,12,Online,119.0,0
29173,0,2,64,2018,5,17,Corporate,130.0,1
29174,0,1,170,2017,9,12,Offline,96.9,1
29175,1,5,98,2018,10,24,Online,89.5,1
29176,0,2,223,2018,12,30,Online,90.9,1
29177,0,2,39,2017,8,14,Offline,101.5,1
29178,2,4,158,2018,8,14,Online,138.83,0
29179,1,2,10,2018,11,25,Online,108.67,1
29180,1,2,59,2018,4,8,Online,137.7,1
29181,1,2,90,2018,3,18,Online,78.3,1
29182,3,5,21,2017,8,31,Online,103.13,1
29183,0,1,2,2018,4,5,Corporate,45.0,1
29184,1,0,57,2018,4,24,Online,94.5,0
29185,1,1,16,2018,10,8,Offline,85.0,1
29186,0,2,14,2018,8,30,Online,118.0,0
29187,0,2,69,2018,12,22,Offline,92.65,1
29188,0,1,4,2018,10,1,Complementary,0.0,1
29189,1,2,267,2018,9,30,Offline,95.0,0
29190,1,0,34,2018,6,26,Online,94.5,1
29191,2,2,11,2018,5,8,Online,133.5,1
29192,1,2,133,2018,3,11,Offline,84.33,1
29193,0,4,88,2018,4,26,Online,98.18,0
29194,2,0,18,2018,6,12,Online,99.0,0
29195,0,3,101,2018,3,15,Online,78.3,0
29196,0,1,8,2017,9,15,Corporate,65.0,1
29197,0,4,186,2018,7,26,Online,103.7,0
29198,1,2,16,2018,11,18,Online,104.67,1
29199,2,3,27,2018,2,28,Online,130.92,1
29200,0,2,102,2017,10,16,Offline,101.5,0
29201,0,3,122,2018,8,25,Online,198.9,1
29202,2,5,209,2018,8,21,Online,106.25,0
29203,1,4,113,2018,9,7,Offline,118.8,0
29204,0,2,5,2018,12,8,Online,181.0,1
29205,2,3,66,2018,4,15,Online,108.8,1
29206,2,3,22,2017,9,4,Online,73.15,1
29207,2,4,67,2018,4,3,Online,80.75,1
29208,1,4,142,2018,6,1,Online,83.78,1
29209,2,2,70,2018,4,22,Online,97.33,1
29210,1,1,3,2018,5,21,Offline,91.0,1
29211,1,2,62,2018,11,21,Offline,75.0,1
29212,2,3,24,2017,11,27,Offline,46.4,1
29213,0,4,41,2018,6,8,Online,150.3,0
29214,1,2,309,2018,5,13,Offline,101.0,0
29215,2,5,47,2018,10,30,Offline,75.0,1
29216,0,2,39,2017,8,14,Offline,109.0,1
29217,1,2,65,2018,11,18,Online,104.0,1
29218,1,3,216,2018,5,2,Online,69.38,1
29219,0,3,19,2017,10,6,Offline,80.0,1
29220,2,5,141,2018,9,19,Online,129.86,1
29221,2,2,60,2018,3,20,Offline,75.0,0
29222,0,4,7,2018,10,18,Online,160.0,1
29223,2,3,49,2018,10,30,Online,124.4,0
29224,0,1,28,2018,5,20,Online,156.0,1
29225,1,2,4,2018,2,12,Online,85.03,1
29226,0,2,57,2018,9,16,Offline,91.0,1
29227,2,1,15,2018,2,20,Online,93.0,1
29228,1,3,72,2018,12,19,Online,119.0,0
29229,0,2,74,2017,9,18,Offline,109.0,1
29230,2,1,129,2018,8,27,Online,135.9,0
29231,1,0,21,2018,3,20,Online,106.0,1
29232,2,2,37,2018,12,2,Online,74.8,1
29233,0,4,120,2018,4,5,Online,94.86,1
29234,2,3,359,2018,10,14,Offline,78.0,0
29235,1,1,88,2017,10,5,Offline,112.2,1
29236,0,2,1,2018,12,29,Online,188.0,1
29237,0,4,201,2018,11,1,Online,68.8,1
29238,1,0,94,2018,9,5,Online,168.3,0
29239,0,2,32,2017,11,20,Offline,73.0,1
29240,0,1,42,2017,9,24,Offline,85.0,1
29241,0,3,69,2018,8,31,Online,107.19,0
29242,2,2,5,2018,12,18,Offline,80.0,1
29243,2,3,89,2018,6,26,Online,107.1,1
29244,2,5,258,2018,10,2,Online,90.1,0
29245,1,2,57,2018,4,22,Online,137.7,1
29246,1,2,302,2018,9,16,Offline,100.0,0
29247,2,5,27,2018,2,11,Offline,43.43,1
29248,0,3,271,2018,9,21,Offline,101.33,0
29249,1,1,8,2018,12,3,Online,177.5,1
29250,0,1,107,2017,8,12,Online,76.5,1
29251,2,0,1,2018,6,12,Online,104.0,1
29252,0,2,14,2017,10,15,Offline,100.0,1
29253,0,2,69,2017,9,22,Offline,106.0,1
29254,1,0,13,2018,3,20,Offline,85.0,1
29255,2,3,51,2017,12,25,Online,93.0,1
29256,2,1,139,2018,5,15,Online,99.9,0
29257,0,2,63,2017,9,4,Offline,116.0,1
29258,1,1,4,2018,1,2,Online,97.0,1
29259,0,2,0,2017,8,11,Online,144.0,1
29260,0,1,45,2018,11,19,Online,82.44,1
29261,2,0,39,2018,6,26,Online,89.1,0
29262,0,3,31,2018,1,19,Online,73.9,1
29263,0,2,111,2017,7,22,Online,55.96,1
29264,2,1,119,2017,12,26,Online,72.25,1
29265,0,3,146,2017,12,29,Offline,75.0,1
29266,2,3,79,2018,10,20,Online,132.3,1
29267,0,1,8,2017,10,15,Online,92.4,1
29268,0,2,9,2018,2,24,Online,67.22,1
29269,0,2,14,2018,7,21,Corporate,105.0,1
29270,1,3,45,2017,10,22,Online,78.54,1
29271,0,1,208,2018,9,1,Online,96.3,0
29272,2,1,208,2018,9,11,Online,116.1,0
29273,0,1,5,2018,5,28,Online,206.0,1
29274,2,3,79,2018,9,15,Online,183.6,0
29275,1,2,267,2018,9,30,Offline,95.0,0
29276,1,3,3,2017,9,21,Online,145.0,1
29277,2,2,70,2018,12,23,Online,77.86,1
29278,2,2,4,2018,8,21,Online,140.0,0
29279,2,2,38,2018,6,26,Online,97.75,1
29280,0,1,14,2018,5,27,Offline,73.0,1
29281,1,1,12,2018,2,6,Online,86.0,1
29282,0,1,39,2018,12,27,Online,133.0,1
29283,1,2,101,2018,4,4,Offline,80.0,0
29284,0,2,127,2018,12,22,Online,90.0,1
29285,0,2,102,2017,10,16,Offline,87.0,0
29286,0,2,317,2018,9,15,Offline,120.0,0
29287,0,2,18,2017,12,1,Online,69.0,1
29288,0,2,14,2017,10,15,Offline,100.0,1
29289,0,2,61,2018,12,8,Online,91.6,1
29290,1,0,32,2018,11,14,Online,96.0,0
29291,0,2,18,2018,11,25,Online,104.0,0
29292,2,4,60,2018,7,24,Online,142.13,1
29293,0,1,1,2018,5,11,Online,135.0,1
29294,0,2,12,2018,8,24,Online,164.0,1
29295,1,2,19,2018,9,23,Online,139.0,1
29296,0,2,63,2017,9,4,Offline,80.5,1
29297,1,3,210,2017,10,8,Offline,72.75,1
29298,1,2,4,2018,3,14,Online,80.08,1
29299,1,5,54,2018,7,25,Online,168.3,1
29300,1,1,66,2018,8,29,Offline,72.25,1
29301,0,3,99,2017,12,15,Online,72.25,1
29302,1,2,98,2018,3,11,Offline,58.0,1
29303,0,4,133,2018,8,23,Online,100.8,0
29304,1,3,24,2018,12,1,Online,104.0,1
29305,0,1,11,2018,8,16,Online,128.0,1
29306,1,1,0,2018,2,13,Online,106.0,0
29307,0,1,5,2018,2,25,Online,81.0,1
29308,2,1,221,2017,10,17,Offline,65.0,1
29309,0,2,2,2018,11,17,Online,103.0,0
29310,1,1,220,2018,8,15,Online,90.0,1
29311,0,2,113,2018,8,11,Online,186.3,1
29312,0,2,64,2018,5,17,Corporate,130.0,1
29313,1,3,90,2018,7,11,Online,70.78,1
29314,1,1,8,2018,12,3,Online,111.5,1
29315,1,2,309,2018,5,13,Offline,65.0,1
29316,0,2,52,2017,12,31,Online,207.0,1
29317,0,2,151,2018,1,19,Offline,71.0,1
29318,0,2,377,2018,10,14,Offline,115.0,0
29319,0,1,56,2018,6,8,Offline,120.0,1
29320,0,1,26,2018,4,21,Online,117.0,1
29321,0,1,9,2018,6,23,Online,127.0,1
29322,0,3,74,2018,5,17,Online,126.9,0
29323,0,1,36,2018,3,1,Corporate,86.5,1
29324,1,4,66,2018,9,14,Online,109.29,1
29325,2,3,61,2018,12,3,Online,88.4,1
29326,2,2,39,2017,12,27,Online,99.86,1
29327,1,1,10,2018,10,3,Online,145.0,1
29328,0,1,0,2017,8,6,Online,81.0,1
29329,0,2,119,2018,3,29,Offline,101.0,1
29330,0,1,36,2018,10,13,Online,102.6,1
29331,0,1,12,2018,7,20,Online,89.0,0
29332,0,3,279,2018,10,12,Offline,110.0,0
29333,1,5,13,2018,12,19,Online,88.4,1
29334,2,3,108,2018,3,24,Online,120.0,1
29335,0,3,6,2018,9,8,Online,108.99,1
29336,0,2,3,2017,11,6,Online,101.0,1
29337,0,3,44,2018,2,17,Offline,75.0,1
29338,1,0,4,2018,11,28,Corporate,67.0,1
29339,2,1,30,2018,6,19,Online,122.4,0
29340,1,2,37,2018,3,11,Offline,63.0,1
29341,1,3,53,2018,10,31,Online,122.0,1
29342,0,1,0,2018,12,20,Online,56.0,1
29343,0,2,12,2018,11,23,Corporate,79.0,1
29344,1,3,110,2018,8,15,Online,117.9,0
29345,2,2,163,2018,6,5,Offline,100.0,0
29346,0,4,33,2018,3,2,Online,83.9,0
29347,1,4,117,2018,8,24,Offline,72.25,0
29348,2,3,66,2018,9,4,Online,177.66,1
29349,0,2,28,2018,5,17,Offline,90.0,1
29350,1,2,62,2018,11,4,Online,97.2,1
29351,0,3,43,2018,1,14,Online,86.75,1
29352,0,3,1,2018,9,29,Corporate,146.0,1
29353,0,2,85,2017,9,9,Corporate,90.0,1
29354,1,1,11,2018,4,30,Online,225.0,1
29355,0,2,5,2018,2,26,Online,81.0,1
29356,2,2,3,2018,10,2,Online,128.0,1
29357,0,4,110,2017,12,9,Offline,70.0,1
29358,0,1,31,2018,3,17,Online,71.1,1
29359,2,4,1,2017,8,8,Online,81.0,1
29360,2,1,4,2018,1,2,Offline,87.0,1
29361,2,5,101,2018,4,9,Online,70.99,1
29362,2,0,5,2018,5,8,Offline,84.0,1
29363,0,3,166,2018,11,1,Offline,110.0,0
29364,2,3,192,2017,9,25,Offline,102.0,0
29365,0,3,88,2018,5,3,Offline,96.0,1
29366,2,1,29,2018,3,5,Offline,86.0,1
29367,1,2,57,2018,3,21,Online,108.0,0
29368,0,2,257,2017,7,1,Offline,101.5,0
29369,2,2,5,2018,1,10,Online,64.64,1
29370,2,7,14,2017,11,6,Offline,47.78,1
29371,2,5,140,2018,7,31,Online,132.48,1
29372,1,1,32,2018,2,6,Online,67.5,1
29373,1,3,127,2018,4,28,Offline,80.0,1
29374,0,3,314,2018,10,12,Offline,75.0,0
29375,1,1,14,2018,8,13,Online,0.0,1
29376,0,2,2,2018,2,12,Online,102.0,1
29377,0,2,192,2018,6,24,Offline,95.0,1
29378,2,2,46,2018,3,18,Offline,74.8,1
29379,1,2,59,2018,11,14,Offline,75.0,1
29380,0,3,162,2018,7,14,Offline,112.0,0
29381,0,2,27,2018,1,29,Online,77.0,1
29382,2,1,1,2017,8,29,Offline,47.25,1
29383,0,3,37,2018,10,13,Offline,95.0,1
29384,2,2,81,2018,3,25,Offline,65.0,0
29385,0,2,27,2017,9,18,Online,124.0,1
29386,1,1,267,2018,10,1,Online,115.2,0
29387,1,2,86,2018,10,10,Online,108.0,1
29388,0,1,49,2018,9,2,Online,142.2,0
29389,0,2,73,2018,4,26,Online,74.15,1
29390,0,1,5,2018,6,14,Corporate,95.0,0
29391,0,2,6,2018,12,30,Online,158.0,1
29392,2,1,116,2018,2,28,Offline,61.0,0
29393,0,2,86,2017,9,24,Offline,105.0,1
29394,1,2,11,2018,3,7,Offline,54.8,0
29395,1,2,40,2018,4,11,Online,105.3,1
29396,2,2,157,2018,7,16,Online,87.13,0
29397,0,2,17,2017,9,10,Online,73.92,1
29398,0,3,23,2017,10,21,Offline,75.0,1
29399,0,1,105,2018,4,6,Offline,75.0,0
29400,0,5,142,2018,7,12,Online,99.45,0
29401,0,4,38,2018,11,2,Online,77.23,1
29402,1,3,322,2018,5,19,Offline,80.0,0
29403,0,3,218,2018,10,5,Online,122.4,0
29404,0,3,113,2018,3,22,Offline,82.0,1
29405,2,3,190,2018,12,1,Offline,59.16,1
29406,1,1,85,2018,12,3,Online,98.0,1
29407,0,1,1,2018,6,3,Online,149.0,1
29408,2,5,97,2018,10,17,Online,108.0,0
29409,2,2,99,2018,2,14,Online,79.5,1
29410,2,2,236,2018,9,3,Offline,90.95,1
29411,0,3,63,2017,11,10,Online,89.53,0
29412,2,4,245,2018,7,6,Offline,110.0,0
29413,1,3,134,2018,9,29,Online,137.7,0
29414,0,2,167,2018,10,5,Offline,78.2,0
29415,0,3,166,2018,11,1,Offline,110.0,0
29416,2,3,151,2017,8,21,Online,76.5,1
29417,2,0,75,2018,10,30,Offline,105.0,0
29418,1,2,76,2018,5,16,Online,116.1,1
29419,0,2,124,2018,6,30,Online,97.55,1
29420,0,1,8,2018,3,16,Online,80.08,1
29421,0,2,53,2018,7,1,Online,78.35,1
29422,0,2,22,2018,7,5,Offline,85.0,1
29423,0,2,77,2018,7,5,Online,107.1,1
29424,1,4,240,2018,7,13,Online,90.95,0
29425,1,0,258,2018,10,16,Offline,110.0,0
29426,0,3,14,2018,2,24,Offline,118.0,1
29427,0,2,161,2018,10,25,Online,80.1,1
29428,0,4,323,2018,5,17,Offline,86.0,1
29429,1,3,189,2018,8,8,Offline,72.25,1
29430,0,2,10,2018,5,18,Online,119.5,0
29431,2,3,22,2018,3,31,Online,137.0,0
29432,2,5,14,2017,12,3,Offline,55.0,1
29433,2,2,229,2018,10,22,Online,89.25,0
29434,0,2,5,2018,10,20,Online,160.0,1
29435,0,1,14,2017,10,15,Offline,100.0,1
29436,2,1,98,2018,7,3,Online,114.3,1
29437,1,1,45,2018,11,19,Online,86.4,0
29438,2,2,282,2018,10,29,Online,88.83,0
29439,4,9,10,2018,5,15,Corporate,129.0,1
29440,1,2,161,2018,3,25,Offline,130.0,0
29441,0,1,4,2018,3,25,Online,240.0,1
29442,0,1,2,2017,10,1,Online,120.0,1
29443,0,3,68,2017,12,31,Offline,71.33,1
29444,0,4,106,2018,8,24,Online,152.1,0
29445,0,2,55,2018,2,24,Offline,56.0,1
29446,0,1,48,2017,10,23,Online,65.83,1
29447,0,1,58,2017,10,30,Online,85.5,1
29448,0,2,239,2018,10,28,Online,96.3,0
29449,0,3,166,2018,4,21,Online,73.6,1
29450,0,1,443,2018,4,29,Offline,65.0,0
29451,0,2,63,2017,9,4,Offline,80.5,1
29452,0,2,42,2018,8,16,Online,152.1,1
29453,2,1,89,2018,5,1,Offline,75.0,1
29454,1,0,9,2018,10,10,Complementary,0.0,1
29455,0,1,443,2018,4,29,Offline,65.0,0
29456,0,5,63,2017,10,27,Online,72.25,1
29457,2,5,96,2018,11,6,Offline,78.2,0
29458,0,3,16,2018,3,8,Corporate,76.0,1
29459,0,3,11,2018,6,14,Corporate,90.0,0
29460,0,2,79,2018,11,25,Online,114.0,1
29461,0,1,50,2018,3,24,Online,115.2,1
29462,0,2,1,2018,2,24,Corporate,65.5,1
29463,1,1,2,2018,9,17,Online,94.32,1
29464,2,2,47,2018,3,11,Online,86.35,1
29465,0,2,90,2018,4,28,Online,127.8,0
29466,0,3,197,2018,9,15,Online,116.1,0
29467,1,3,285,2018,10,3,Offline,100.0,0
29468,0,2,320,2018,8,18,Offline,115.0,0
29469,0,3,106,2018,3,22,Offline,77.33,1
29470,0,2,2,2018,7,29,Online,220.0,1
29471,0,2,15,2018,2,12,Online,79.0,0
29472,0,1,184,2018,8,13,Online,103.5,0
29473,0,3,76,2018,5,17,Offline,80.75,1
29474,0,2,112,2018,8,16,Online,117.9,1
29475,0,3,130,2018,9,29,Online,139.5,1
29476,1,1,45,2018,11,19,Online,93.6,0
29477,2,3,13,2017,9,13,Corporate,65.0,1
29478,0,2,102,2017,10,16,Offline,80.0,0
29479,0,3,113,2018,5,31,Corporate,100.0,0
29480,1,3,155,2018,5,16,Online,76.58,1
29481,1,0,45,2018,4,10,Corporate,65.0,0
29482,0,4,270,2018,4,20,Offline,62.8,0
29483,1,2,118,2018,6,6,Online,6.0,1
29484,0,1,72,2018,3,19,Online,78.15,0
29485,0,3,13,2018,4,26,Offline,73.0,1
29486,0,1,34,2018,8,10,Online,168.3,0
29487,0,2,102,2017,10,16,Offline,109.0,1
29488,0,1,75,2018,6,15,Corporate,65.0,1
29489,2,1,180,2018,10,1,Online,108.9,0
29490,0,1,1,2018,8,17,Online,137.0,1
29491,1,2,119,2018,4,29,Online,99.3,1
29492,0,2,6,2017,12,10,Online,0.0,1
29493,2,5,5,2017,8,25,Offline,100.0,1
29494,2,0,4,2018,4,10,Online,103.0,1
29495,1,2,107,2018,8,5,Online,111.3,1
29496,0,4,100,2018,9,28,Offline,140.0,1
29497,1,1,93,2018,6,20,Online,126.9,1
29498,2,1,40,2017,11,7,Offline,60.0,1
29499,0,1,83,2017,9,30,Offline,112.2,1
29500,0,3,15,2018,4,27,Online,103.44,1
29501,2,5,121,2018,5,31,Online,119.85,1
29502,0,2,56,2017,9,17,Offline,58.0,1
29503,0,2,26,2018,4,15,Online,115.0,0
